timestamp,segment_id,segment_name,latitude,longitude,road_capacity,lane_count,road_type,speed_kmh,volume,occupancy,event_type,venue_id
2025-03-10 00:30:00,CBD001,Cubbon Park,12.9788,77.5995,3000,3,arterial,44.22,1241.0,0.414,none,NONE
2025-03-10 00:30:00,CBD002,Residency Road,12.968,77.601,2400,2,local,31.76,983.0,0.409,none,NONE
2025-03-10 00:30:00,BLR001,Bellary Road,13.0001,77.584,3600,3,highway,38.47,1288.0,0.358,none,NONE
2025-03-10 00:30:00,HOS001,Hosur Road,12.9169,77.61,3400,3,arterial,43.96,1002.0,0.295,none,NONE
2025-03-10 00:30:00,MYS001,Mysore Road,12.9446,77.5274,3300,3,arterial,39.51,1118.0,0.339,none,NONE
2025-03-10 00:30:00,TUM001,Tumkur Road,13.0374,77.5181,3100,3,arterial,46.95,1127.0,0.363,none,NONE
2025-03-10 00:30:00,BAN001,Bannerghata Road,12.9077,77.6006,2900,2,arterial,46.65,1139.0,0.393,none,NONE
2025-03-10 00:30:00,EC001,Electronic City,12.8456,77.6603,3700,3,highway,42.46,1443.0,0.39,none,NONE
2025-03-10 00:30:00,IND001,Indiranagar 100ft,12.9784,77.6408,2700,2,local,29.87,797.0,0.295,none,NONE
2025-03-10 00:30:00,KOR001,Koramangala 80ft,12.9279,77.6271,2500,2,local,35.56,979.0,0.392,none,NONE
2025-03-10 00:30:00,JAY001,Jayanagar 4th Block,12.9274,77.5807,2200,2,local,31.38,779.0,0.354,none,NONE
2025-03-10 00:30:00,BTM001,BTM Layout,12.9165,77.6101,2300,2,local,33.99,923.0,0.401,none,NONE
2025-03-10 00:30:00,YLK001,Yelahanka,13.1007,77.5963,2800,2,local,33.97,946.0,0.338,none,NONE
2025-03-10 00:30:00,RJN001,Rajajinagar,12.9915,77.5545,2600,2,local,32.37,883.0,0.34,none,NONE
2025-03-10 00:30:00,MLR001,Malleshwaram,13.0035,77.5647,2400,2,local,34.31,963.0,0.401,none,NONE
2025-03-10 00:30:00,VTH001,Vijayanagar,12.971,77.537,2500,2,local,32.93,787.0,0.315,none,NONE
2025-03-10 00:30:00,BAS001,Basavanagudi,12.9423,77.5677,2100,2,local,31.41,807.0,0.384,none,NONE
2025-03-10 00:30:00,FRA001,Frazer Town,12.9987,77.6185,2200,2,local,35.47,648.0,0.295,none,NONE
2025-03-10 00:30:00,DOM001,Domlur,12.9609,77.6389,2300,2,local,30.22,835.0,0.363,none,NONE
2025-03-10 00:30:00,AIR001,Airport Road,12.9498,77.6682,3400,3,highway,39.57,1345.0,0.395,none,NONE
2025-03-10 00:30:00,SAR001,Sarjapur Road,12.9028,77.6848,3000,2,arterial,41.04,900.0,0.3,none,NONE
2025-03-10 00:30:00,NAG001,Nagawara,13.045,77.619,2600,2,local,36.2,788.0,0.303,none,NONE
2025-03-10 00:30:00,PEE001,Peenya Industrial,13.0374,77.5181,3200,3,arterial,40.81,965.0,0.302,none,NONE
2025-03-10 00:30:00,HAL001,HAL Old Airport,12.9635,77.6642,2800,2,local,30.56,792.0,0.283,none,NONE
2025-03-10 00:30:00,MAD001,Madiwala,12.9071,77.6286,2400,2,local,30.14,731.0,0.304,none,NONE
2025-03-10 00:30:00,WIL001,Wilson Garden,12.9539,77.5852,2200,2,local,30.12,798.0,0.363,none,NONE
2025-03-10 00:30:00,CHN001,Chinnaswamy Stadium,12.9788,77.5995,3500,3,venue,34.52,1173.0,0.335,none,NONE
2025-03-10 00:30:00,PAL001,Palace Grounds,13.01,77.59,3000,3,venue,31.98,1052.0,0.351,none,NONE
2025-03-10 00:30:00,KEN001,Kengeri,12.906,77.487,2600,2,local,35.88,1038.0,0.399,none,NONE
2025-03-10 00:30:00,YPR001,Yeshwanthpur,13.0289,77.5442,2900,2,arterial,38.64,886.0,0.305,none,NONE
2025-03-10 00:30:00,RRN001,RR Nagar,12.925,77.517,2400,2,local,31.41,756.0,0.315,none,NONE
2025-03-10 00:30:00,GOP001,Gopalan Mall Road,12.956,77.701,2700,2,local,33.75,913.0,0.338,none,NONE
2025-03-10 00:30:00,LAL001,Lalbagh Road,12.9507,77.5848,2300,2,local,30.09,764.0,0.332,none,NONE
2025-03-10 00:30:00,ULS001,Ulsoor Lake Road,12.983,77.622,2100,2,local,33.42,618.0,0.294,none,NONE
2025-03-10 00:30:00,CVV001,CV Raman Nagar,12.985,77.66,2400,2,local,35.58,689.0,0.287,none,NONE
2025-03-10 00:30:00,BEL001,Bellandur Lake Road,12.925,77.67,3200,2,arterial,46.57,940.0,0.294,none,NONE
2025-03-10 00:30:00,KAD001,Kadugodi,12.99,77.76,2500,2,local,35.66,1016.0,0.406,none,NONE
2025-03-10 00:30:00,DEV001,Devanahalli,13.247,77.708,2800,2,highway,47.07,1098.0,0.392,none,NONE
2025-03-10 00:30:00,MAG001,Magadi Road,12.9789,77.5644,2700,2,arterial,45.27,999.0,0.37,none,NONE
2025-03-10 00:45:00,MG001,MG Road,12.9716,77.5946,3200,4,arterial,45.26,956.0,0.299,none,NONE
2025-03-10 00:45:00,MG002,Brigade Road,12.9698,77.607,2800,3,arterial,43.07,986.0,0.352,none,NONE
2025-03-10 00:45:00,ORR001,ORR Marathahalli,12.9591,77.6974,4500,4,highway,45.97,1552.0,0.345,none,NONE
2025-03-10 00:45:00,ORR002,ORR Silk Board,12.9173,77.6229,4800,4,highway,41.72,1774.0,0.37,none,NONE
2025-03-10 00:45:00,ORR003,ORR Hebbal,13.0354,77.5947,4200,4,highway,40.65,1258.0,0.3,none,NONE
2025-03-10 00:45:00,HSR001,HSR 27th Main,12.9116,77.6388,2600,2,local,33.1,880.0,0.338,none,NONE
2025-03-10 00:45:00,WHF001,Whitefield ITPL,12.9698,77.75,3500,3,arterial,40.34,1160.0,0.331,none,NONE
2025-03-10 00:45:00,KRP001,KR Puram Bridge,13.0008,77.6814,3800,3,arterial,41.55,1238.0,0.326,none,NONE
2025-03-10 00:45:00,HBL001,Hebbal Flyover,13.0354,77.5947,4000,4,highway,41.67,1504.0,0.376,none,NONE
2025-03-10 00:45:00,JNC001,Silk Board Junction,12.9173,77.6229,5000,5,junction,31.83,2064.0,0.413,none,NONE
2025-03-10 00:45:00,JNC002,Marathahalli Junction,12.9591,77.6974,4600,4,junction,36.16,1598.0,0.347,none,NONE
2025-03-10 00:45:00,CBD001,Cubbon Park,12.9788,77.5995,3000,3,arterial,41.21,1065.0,0.355,none,NONE
2025-03-10 00:45:00,CBD002,Residency Road,12.968,77.601,2400,2,local,35.69,891.0,0.371,none,NONE
2025-03-10 00:45:00,BLR001,Bellary Road,13.0001,77.584,3600,3,highway,45.49,1276.0,0.355,none,NONE
2025-03-10 00:45:00,HOS001,Hosur Road,12.9169,77.61,3400,3,arterial,43.95,1089.0,0.32,none,NONE
2025-03-10 00:45:00,MYS001,Mysore Road,12.9446,77.5274,3300,3,arterial,44.86,1018.0,0.308,none,NONE
2025-03-10 00:45:00,TUM001,Tumkur Road,13.0374,77.5181,3100,3,arterial,44.5,1242.0,0.401,none,NONE
2025-03-10 00:45:00,BAN001,Bannerghata Road,12.9077,77.6006,2900,2,arterial,39.44,1061.0,0.366,none,NONE
2025-03-10 00:45:00,EC001,Electronic City,12.8456,77.6603,3700,3,highway,39.11,1412.0,0.382,none,NONE
2025-03-10 00:45:00,IND001,Indiranagar 100ft,12.9784,77.6408,2700,2,local,30.34,1110.0,0.411,none,NONE
2025-03-10 00:45:00,KOR001,Koramangala 80ft,12.9279,77.6271,2500,2,local,30.71,1036.0,0.414,none,NONE
2025-03-10 00:45:00,JAY001,Jayanagar 4th Block,12.9274,77.5807,2200,2,local,35.36,799.0,0.363,none,NONE
2025-03-10 00:45:00,BTM001,BTM Layout,12.9165,77.6101,2300,2,local,35.23,900.0,0.391,none,NONE
2025-03-10 00:45:00,YLK001,Yelahanka,13.1007,77.5963,2800,2,local,36.37,883.0,0.315,none,NONE
2025-03-10 00:45:00,RJN001,Rajajinagar,12.9915,77.5545,2600,2,local,33.88,763.0,0.293,none,NONE
2025-03-10 00:45:00,MLR001,Malleshwaram,13.0035,77.5647,2400,2,local,34.06,730.0,0.304,none,NONE
2025-03-10 00:45:00,VTH001,Vijayanagar,12.971,77.537,2500,2,local,33.7,900.0,0.36,none,NONE
2025-03-10 00:45:00,BAS001,Basavanagudi,12.9423,77.5677,2100,2,local,33.01,742.0,0.353,none,NONE
2025-03-10 00:45:00,FRA001,Frazer Town,12.9987,77.6185,2200,2,local,35.1,862.0,0.392,none,NONE
2025-03-10 00:45:00,DOM001,Domlur,12.9609,77.6389,2300,2,local,33.2,837.0,0.364,none,NONE
2025-03-10 00:45:00,AIR001,Airport Road,12.9498,77.6682,3400,3,highway,46.63,1009.0,0.297,none,NONE
2025-03-10 00:45:00,SAR001,Sarjapur Road,12.9028,77.6848,3000,2,arterial,39.3,877.0,0.292,none,NONE
2025-03-10 00:45:00,NAG001,Nagawara,13.045,77.619,2600,2,local,34.36,880.0,0.339,none,NONE
2025-03-10 00:45:00,PEE001,Peenya Industrial,13.0374,77.5181,3200,3,arterial,45.22,1197.0,0.374,none,NONE
2025-03-10 00:45:00,HAL001,HAL Old Airport,12.9635,77.6642,2800,2,local,32.09,1136.0,0.406,none,NONE
2025-03-10 00:45:00,MAD001,Madiwala,12.9071,77.6286,2400,2,local,35.09,763.0,0.318,none,NONE
2025-03-10 00:45:00,WIL001,Wilson Garden,12.9539,77.5852,2200,2,local,32.3,713.0,0.324,none,NONE
2025-03-10 00:45:00,CHN001,Chinnaswamy Stadium,12.9788,77.5995,3500,3,venue,30.85,1052.0,0.301,none,NONE
2025-03-10 00:45:00,PAL001,Palace Grounds,13.01,77.59,3000,3,venue,36.3,1024.0,0.341,none,NONE
2025-03-10 00:45:00,KEN001,Kengeri,12.906,77.487,2600,2,local,32.43,994.0,0.382,none,NONE
2025-03-10 00:45:00,YPR001,Yeshwanthpur,13.0289,77.5442,2900,2,arterial,43.23,1192.0,0.411,none,NONE
2025-03-10 00:45:00,RRN001,RR Nagar,12.925,77.517,2400,2,local,35.21,833.0,0.347,none,NONE
2025-03-10 00:45:00,GOP001,Gopalan Mall Road,12.956,77.701,2700,2,local,32.38,1129.0,0.418,none,NONE
2025-03-10 00:45:00,LAL001,Lalbagh Road,12.9507,77.5848,2300,2,local,34.77,950.0,0.413,none,NONE
2025-03-10 00:45:00,ULS001,Ulsoor Lake Road,12.983,77.622,2100,2,local,30.58,838.0,0.399,none,NONE
2025-03-10 00:45:00,CVV001,CV Raman Nagar,12.985,77.66,2400,2,local,34.21,713.0,0.297,none,NONE
2025-03-10 00:45:00,BEL001,Bellandur Lake Road,12.925,77.67,3200,2,arterial,43.54,1203.0,0.376,none,NONE
2025-03-10 00:45:00,KAD001,Kadugodi,12.99,77.76,2500,2,local,29.84,859.0,0.344,none,NONE
2025-03-10 00:45:00,DEV001,Devanahalli,13.247,77.708,2800,2,highway,45.68,900.0,0.321,none,NONE
2025-03-10 00:45:00,MAG001,Magadi Road,12.9789,77.5644,2700,2,arterial,42.38,923.0,0.342,none,NONE
2025-03-10 01:00:00,MG001,MG Road,12.9716,77.5946,3200,4,arterial,40.97,1307.0,0.409,none,NONE
2025-03-10 01:00:00,MG002,Brigade Road,12.9698,77.607,2800,3,arterial,45.28,827.0,0.295,none,NONE
2025-03-10 01:00:00,ORR001,ORR Marathahalli,12.9591,77.6974,4500,4,highway,47.22,1814.0,0.403,none,NONE
2025-03-10 01:00:00,ORR002,ORR Silk Board,12.9173,77.6229,4800,4,highway,40.81,1906.0,0.397,none,NONE
2025-03-10 01:00:00,ORR003,ORR Hebbal,13.0354,77.5947,4200,4,highway,39.21,1763.0,0.42,none,NONE
2025-03-10 01:00:00,HSR001,HSR 27th Main,12.9116,77.6388,2600,2,local,34.41,965.0,0.371,none,NONE
2025-03-10 01:00:00,WHF001,Whitefield ITPL,12.9698,77.75,3500,3,arterial,39.06,1420.0,0.406,none,NONE
2025-03-10 01:00:00,KRP001,KR Puram Bridge,13.0008,77.6814,3800,3,arterial,38.51,1192.0,0.314,none,NONE
2025-03-10 01:00:00,HBL001,Hebbal Flyover,13.0354,77.5947,4000,4,highway,39.54,1555.0,0.389,none,NONE
2025-03-10 01:00:00,JNC001,Silk Board Junction,12.9173,77.6229,5000,5,junction,31.14,2037.0,0.407,none,NONE
2025-03-10 01:00:00,JNC002,Marathahalli Junction,12.9591,77.6974,4600,4,junction,34.34,1311.0,0.285,none,NONE
2025-03-10 01:00:00,CBD001,Cubbon Park,12.9788,77.5995,3000,3,arterial,38.3,862.0,0.287,none,NONE
2025-03-10 01:00:00,CBD002,Residency Road,12.968,77.601,2400,2,local,33.99,941.0,0.392,none,NONE
2025-03-10 01:00:00,BLR001,Bellary Road,13.0001,77.584,3600,3,highway,40.4,1436.0,0.399,none,NONE
2025-03-10 01:00:00,HOS001,Hosur Road,12.9169,77.61,3400,3,arterial,38.77,1333.0,0.392,none,NONE
2025-03-10 01:00:00,MYS001,Mysore Road,12.9446,77.5274,3300,3,arterial,46.6,1281.0,0.388,none,NONE
2025-03-10 01:00:00,TUM001,Tumkur Road,13.0374,77.5181,3100,3,arterial,44.53,1232.0,0.397,none,NONE
2025-03-10 01:00:00,BAN001,Bannerghata Road,12.9077,77.6006,2900,2,arterial,38.61,894.0,0.308,none,NONE
2025-03-10 01:00:00,EC001,Electronic City,12.8456,77.6603,3700,3,highway,39.37,1297.0,0.351,none,NONE
2025-03-10 01:00:00,IND001,Indiranagar 100ft,12.9784,77.6408,2700,2,local,34.97,994.0,0.368,none,NONE
2025-03-10 01:00:00,KOR001,Koramangala 80ft,12.9279,77.6271,2500,2,local,35.71,754.0,0.302,none,NONE
2025-03-10 01:00:00,JAY001,Jayanagar 4th Block,12.9274,77.5807,2200,2,local,34.89,675.0,0.307,none,NONE
2025-03-10 01:00:00,BTM001,BTM Layout,12.9165,77.6101,2300,2,local,31.65,873.0,0.379,none,NONE
